Symbol,Date,Open,High,Low,Close,Adj.Close,Volume
BA,2018-01-08,308.660004,310.859985,305.75,310.149994,310.149994,4124900
BA,2018-01-09,310.589996,319.910004,310.48999,318.429993,318.429993,5641300
BA,2018-01-10,317.48999,322.149994,315.5,320.26001,320.26001,4479300
BA,2018-01-11,322.130005,328.399994,321.190002,328.119995,328.119995,4635300
BA,2018-01-12,330.380005,336.880005,330.380005,336.209991,336.209991,6559300
BA,2018-01-16,339.899994,347.730011,331.329987,335.160004,335.160004,12305500
BA,2018-01-17,337.730011,352.230011,336.410004,351.01001,351.01001,9699900
BA,2018-01-18,350.700012,350.829987,339.149994,340.160004,340.160004,9458600
BA,2018-01-19,341.670013,344,335.75,337.730011,337.730011,7264400
BA,2018-01-22,335.290009,341.380005,332.040009,338,338,6792900
BA,2018-01-23,338.339996,338.940002,334.809998,335.589996,335.589996,4537800
BA,2018-01-24,336.200012,338.98999,334.140015,334.690002,334.690002,4205400
BA,2018-01-25,336.209991,343.619995,335.299988,343.109985,343.109985,4747500
BA,2018-01-26,344.329987,345.980011,341.25,343.220001,343.220001,5236300
BA,2018-01-29,341.230011,344.480011,340.100006,340.820007,340.820007,3324900
BA,2018-01-30,339.170013,339.980011,334.160004,337.709991,337.709991,4983100
BA,2018-01-31,360.5,360.970001,351.619995,354.369995,354.369995,11409600
BA,2018-02-01,352.950012,361.450012,352.040009,356.940002,356.940002,6067600
BA,2018-02-02,354,355.200012,348.700012,348.910004,348.910004,5486100
BA,2018-02-05,342.670013,350,317.390015,328.880005,328.880005,10511300
BA,2018-02-06,320,341.670013,317.649994,340.910004,340.910004,11866700
